RENDERING NPI,PROVIDER LEGAL NAME,CALENDAR YEAR,DELIVERY SYSTEM,PROVIDER TYPE,AGE GROUP,ADV USER CNT,ADV USER ANNOTATION CODE,ADV SVC CNT,ADV  SVC ANNOTATION CODE,PREV USER CNT,PREV USER ANNOTATION CODE,PREV SVC CNT,PREV SVC ANNOTATION CODE,TXMT USER CNT,TXMT USER ANNOTATION CODE,TXMT SVC CNT,TXMT SVC ANNOTATION CODE,EXAM USER CNT,EXAM USER ANNOTATION CODE,EXAM SVC CNT,EXAM SVC ANNOTATION CODE
1013058346,RIVERA JOSE W,2018,GMC,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1013058346,RIVERA JOSE W,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1013058346,RIVERA JOSE W,2018,PHP,RENDERING,AGE 21+,,1,,2,,1,0,,,1,,1,,1,,1
1013064625,ASSATOURIANS GUSTAVO A,2018,FFS,RENDERING,AGE 0-20,495,,3635,,239,,600,,351,,863,,233,,246,
1013064625,ASSATOURIANS GUSTAVO A,2018,FFS,RENDERING,AGE 21+,799,,3380,,187,,349,,652,,1211,,219,,219,
1013067446,IRANI ZARIN,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1013069871,"OH, MICHAEL M DMD",2018,FFS,RENDERING,AGE 0-20,91,,730,,89,,246,,43,,112,,86,,121,
1013069871,"OH, MICHAEL M DMD",2018,FFS,RENDERING,AGE 21+,179,,914,,148,,179,,85,,224,,165,,165,
1013072578,SANDHU KIRAN,2018,FFS,RENDERING,AGE 0-20,977,,10103,,942,,3811,,504,,1261,,834,,1137,
1013072578,SANDHU KIRAN,2018,FFS,RENDERING,AGE 21+,649,,3773,,478,,882,,355,,1065,,519,,520,
1013075159,FORESTER JAMES A,2018,FFS,RENDERING,AGE 0-20,67,,1179,,37,,104,,66,,837,,12,,12,
1013075324,NGUYEN DUNG THI P,2018,FFS,RENDERING,AGE 0-20,99,,660,,91,,303,,44,,96,,89,,112,
1013075324,NGUYEN DUNG THI P,2018,FFS,RENDERING,AGE 21+,333,,2072,,218,,428,,224,,851,,249,,250,
1013077049,"VANIYANTS, LYUDVIG DDS",2018,FFS,RENDERING,AGE 0-20,61,,634,,54,,108,,26,,107,,54,,62,
1013077049,"VANIYANTS, LYUDVIG DDS",2018,FFS,RENDERING,AGE 21+,386,,3537,,252,,253,,291,,1259,,248,,248,
1013077536,SEN SOUMAVA,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,0,,,1,,2,,1,,1
1013079722,FOUST MICHAEL G,2018,FFS,RENDERING,AGE 0-20,265,,1759,,233,,676,,80,,161,,245,,255,
1013079722,FOUST MICHAEL G,2018,FFS,RENDERING,AGE 21+,461,,2408,,259,,272,,302,,726,,363,,363,
1013080985,"KIM, BYUNG CHUL, DDS",2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1013080985,"KIM, BYUNG CHUL, DDS",2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,,1,,1
1013081934,"FABIE, JEFFRY A, DMD",2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1013083047,DUONG VICKY A,2018,FFS,RENDERING,AGE 0-20,152,,1523,,131,,366,,65,,161,,125,,131,
1013083047,DUONG VICKY A,2018,FFS,RENDERING,AGE 21+,254,,1656,,120,,240,,149,,424,,126,,126,
1013085208,MANCHANDIA DIMPLE J,2018,FFS,RENDERING,AGE 0-20,34,,323,,18,,34,,23,,159,,20,,20,
1013085208,MANCHANDIA DIMPLE J,2018,FFS,RENDERING,AGE 21+,89,,745,,30,,51,,65,,447,,36,,36,
1013086784,LOPEZ GRACIELA L,2018,FFS,RENDERING,AGE 0-20,16,,110,,15,,42,,,1,,1,15,,17,
1013086784,LOPEZ GRACIELA L,2018,FFS,RENDERING,AGE 21+,19,,82,,,1,,2,,1,,2,15,,15,
1013087782,"DABBAGH, MUSTAFA A, DDS INC",2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1013088723,JO PAUL S,2018,FFS,RENDERING,AGE 0-20,37,,346,,36,,136,,25,,85,,29,,35,
1013088723,JO PAUL S,2018,FFS,RENDERING,AGE 21+,138,,1167,,92,,179,,119,,612,,42,,42,
1013092998,LATT TIN,2018,FFS,RENDERING,AGE 0-20,113,,774,,63,,195,,82,,221,,46,,46,
1013092998,LATT TIN,2018,FFS,RENDERING,AGE 21+,193,,1312,,94,,179,,147,,513,,89,,89,
1013094135,"GORDON, LEONEED",2018,FFS,RENDERING,AGE 0-20,227,,1569,,146,,377,,90,,261,,165,,167,
1013094135,"GORDON, LEONEED",2018,FFS,RENDERING,AGE 21+,349,,1657,,37,,72,,235,,792,,167,,167,
1013094135,"GORDON, LEONEED",2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1013094135,"GORDON, LEONEED",2018,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1013094135,"GORDON, LEONEED, DDS",2018,FFS,RENDERING,AGE 0-20,227,,1569,,146,,377,,90,,261,,165,,167,
1013094135,"GORDON, LEONEED, DDS",2018,FFS,RENDERING,AGE 21+,349,,1657,,37,,72,,235,,792,,167,,167,
1013094135,"GORDON, LEONEED, DDS",2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1013094135,"GORDON, LEONEED, DDS",2018,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1013096502,MOHEB ALIREZA,2018,FFS,RENDERING,AGE 0-20,763,,4754,,564,,1492,,243,,722,,619,,668,
1013096502,MOHEB ALIREZA,2018,FFS,RENDERING,AGE 21+,1229,,4611,,303,,518,,515,,1529,,829,,830,
1013100411,GRANT-PEART VIVIENNE E,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1013100411,GRANT-PEART VIVIENNE E,2018,PHP,RENDERING,AGE 0-20,159,,1115,,146,,587,,65,,162,,140,,172,
1013100411,GRANT-PEART VIVIENNE E,2018,PHP,RENDERING,AGE 21+,25,,99,,,1,,2,18,,42,,13,,18,
1013101591,SALAMA WASFI F,2018,FFS,RENDERING,AGE 0-20,580,,3154,,182,,479,,135,,293,,524,,537,
1013101591,SALAMA WASFI F,2018,FFS,RENDERING,AGE 21+,1500,,4484,,36,,51,,346,,740,,1294,,1294,
1013102029,"GUSHANSKY, LARISSA DDS",2018,PHP,RENDERING,AGE 0-20,37,,289,,34,,86,,12,,26,,36,,42,
1013102029,"GUSHANSKY, LARISSA DDS",2018,PHP,RENDERING,AGE 21+,17,,88,,,1,,1,11,,39,,13,,14,
1013102029,"GUSHANSKY, LARISSA, DDS INC",2018,PHP,RENDERING,AGE 0-20,37,,289,,34,,86,,12,,26,,36,,42,
1013102029,"GUSHANSKY, LARISSA, DDS INC",2018,PHP,RENDERING,AGE 21+,17,,88,,,1,,1,11,,39,,13,,14,
1013102706,VOLOSHIN MICHAEL J,2018,FFS,RENDERING,AGE 0-20,227,,2094,,180,,780,,98,,243,,217,,244,
1013102706,VOLOSHIN MICHAEL J,2018,FFS,RENDERING,AGE 21+,421,,3431,,291,,575,,286,,1345,,231,,231,
1013102706,VOLOSHIN MICHAEL J,2018,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,1
1013109867,"EFFIOM, UTIBE RUTH DDS",2018,FFS,RENDERING,AGE 0-20,45,,411,,28,,106,,27,,97,,35,,36,
1013109867,"EFFIOM, UTIBE RUTH DDS",2018,FFS,RENDERING,AGE 21+,255,,2578,,49,,53,,221,,1578,,189,,190,
1013109867,"EFFIOM, UTIBE RUTH DDS",2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1013109867,"EFFIOM, UTIBE RUTH DDS",2018,PHP,RENDERING,AGE 21+,28,,327,,12,,16,,22,,172,,23,,23,
1013114156,ALFONSO ROSSANA T,2018,FFS,RENDERING,AGE 0-20,118,,1033,,105,,306,,50,,193,,99,,123,
1013114156,ALFONSO ROSSANA T,2018,FFS,RENDERING,AGE 21+,403,,2859,,290,,382,,269,,1111,,309,,309,
1013116102,KANG KEVIN C,2018,FFS,RENDERING,AGE 0-20,15,,75,,,1,,1,,1,,2,,1,,1
1013116102,KANG KEVIN C,2018,FFS,RENDERING,AGE 21+,90,,564,,14,,28,,45,,94,,51,,51,
1013118371,FORTIER KEVIN J,2018,FFS,RENDERING,AGE 0-20,14,,65,,,1,,2,,1,,2,,1,,1
1013118371,FORTIER KEVIN J,2018,FFS,RENDERING,AGE 21+,62,,224,,13,,25,,53,,160,,12,,12,
1013120468,IM EUNICE YUN S,2018,FFS,RENDERING,AGE 0-20,443,,3517,,419,,1433,,137,,474,,420,,615,
1013126622,JHAWAR VIBHA,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,0,,,1,,1,,1,,1
1013126622,JHAWAR VIBHA,2018,GMC,RENDERING,AGE 0-20,3588,,16647,,1674,,5948,,1028,,1294,,1758,,1815,
1013129618,GHANNAM SALAM A,2018,FFS,RENDERING,AGE 0-20,406,,3065,,386,,1673,,86,,251,,389,,496,
1013129618,GHANNAM SALAM A,2018,FFS,RENDERING,AGE 21+,553,,2948,,269,,269,,321,,1515,,494,,494,
1013130970,KANG MIKE M,2018,FFS,RENDERING,AGE 0-20,152,,1128,,117,,384,,59,,190,,136,,156,
1013130970,KANG MIKE M,2018,FFS,RENDERING,AGE 21+,167,,770,,35,,38,,101,,308,,131,,131,
1013130970,KANG MIKE M,2018,PHP,RENDERING,AGE 0-20,52,,254,,47,,92,,,1,,1,52,,57,
1013130970,KANG MIKE M,2018,PHP,RENDERING,AGE 21+,96,,407,,34,,37,,36,,103,,88,,89,
1013131440,LE MICHAEL M,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1013131440,LE MICHAEL M,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,0,,,1,,2,0,,0,
1013133750,LAM GILBERT B,2018,FFS,RENDERING,AGE 0-20,380,,3454,,309,,1210,,152,,526,,320,,406,
1013133750,LAM GILBERT B,2018,FFS,RENDERING,AGE 21+,395,,2107,,124,,247,,226,,651,,256,,256,
1013134261,BINA SHAHIN I,2018,FFS,RENDERING,AGE 0-20,88,,215,,,1,0,,88,,215,,0,,0,
1013134261,BINA SHAHIN I,2018,FFS,RENDERING,AGE 21+,50,,124,,,1,0,,50,,123,,,1,,1
1013134329,"COHEN SEDGH, SOL, DDS INC",2018,PHP,RENDERING,AGE 0-20,70,,467,,39,,145,,15,,40,,65,,74,
1013134329,"COHEN SEDGH, SOL, DDS INC",2018,PHP,RENDERING,AGE 21+,76,,333,,12,,15,,26,,77,,63,,84,
1013134329,"SOL COEHN-SEDGH, D.D.S., INC.",2018,PHP,RENDERING,AGE 0-20,70,,467,,39,,145,,15,,40,,65,,74,
1013134329,"SOL COEHN-SEDGH, D.D.S., INC.",2018,PHP,RENDERING,AGE 21+,76,,333,,12,,15,,26,,77,,63,,84,
1013134477,YAZDI KAMRAN,2018,FFS,RENDERING,AGE 0-20,72,,263,,25,,60,,22,,74,,55,,56,
1013134477,YAZDI KAMRAN,2018,FFS,RENDERING,AGE 21+,89,,180,,,1,,1,15,,33,,64,,65,
1013134477,YAZDI KAMRAN,2018,PHP,RENDERING,AGE 0-20,16,,88,,,1,,2,,1,,2,16,,19,
1013134477,YAZDI KAMRAN,2018,PHP,RENDERING,AGE 21+,26,,91,,,1,,1,13,,46,,19,,20,
1013134808,SOUTHWEST DENTAL CENTER INC.,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1013134808,SOUTHWEST DENTAL CENTER INC.,2018,PHP,RENDERING,AGE 0-20,76,,532,,56,,195,,27,,58,,66,,67,
1013134808,SOUTHWEST DENTAL CENTER INC.,2018,PHP,RENDERING,AGE 21+,42,,211,,,1,,2,30,,93,,16,,20,
1013136936,"ARANGO, DORA ELIDA DDS",2018,FFS,RENDERING,AGE 0-20,47,,360,,46,,153,,,1,,2,46,,49,
1013136936,"ARANGO, DORA ELIDA DDS",2018,FFS,RENDERING,AGE 21+,81,,522,,50,,95,,37,,96,,70,,70,
1013137116,STEPANIAN MARDIROS,2018,FFS,RENDERING,AGE 0-20,61,,498,,40,,92,,28,,70,,45,,45,
1013137116,STEPANIAN MARDIROS,2018,FFS,RENDERING,AGE 21+,62,,217,,,1,,2,52,,140,,13,,13,
1013143429,NGUYEN KIM ANH T,2018,FFS,RENDERING,AGE 0-20,111,,909,,106,,357,,36,,70,,108,,156,
1013143429,NGUYEN KIM ANH T,2018,FFS,RENDERING,AGE 21+,177,,976,,98,,160,,99,,286,,133,,133,
1013151927,VU NGOCLE,2018,FFS,RENDERING,AGE 0-20,184,,2138,,169,,470,,70,,204,,158,,205,
1013151927,VU NGOCLE,2018,FFS,RENDERING,AGE 21+,95,,822,,78,,79,,29,,62,,78,,79,
1013156793,REINA OSBALDA D,2018,FFS,RENDERING,AGE 0-20,733,,5842,,516,,1357,,300,,763,,571,,633,
1013156793,REINA OSBALDA D,2018,FFS,RENDERING,AGE 21+,356,,1382,,32,,36,,183,,525,,217,,217,
1013167378,"OBEROI, SNEHLATA",2018,FFS,RENDERING,AGE 0-20,238,,604,,,1,0,,,1,,1,138,,138,
1013167378,"OBEROI, SNEHLATA",2018,FFS,RENDERING,AGE 21+,12,,40,,,1,0,,0,,0,,,1,,1
1013169341,SANDHU PARAMJIT S,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1013169341,SANDHU PARAMJIT S,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,,1,,1,,1,,1
1013180520,"CHOI, CHUN KEUN, DDS",2018,FFS,RENDERING,AGE 0-20,107,,699,,79,,144,,28,,132,,89,,90,
1013180520,"CHOI, CHUN KEUN, DDS",2018,FFS,RENDERING,AGE 21+,404,,2086,,60,,60,,203,,1054,,311,,311,
1013183383,"RETODO, JOHN RICHARD A",2018,FFS,RENDERING,AGE 0-20,18,,144,,15,,17,,,1,,2,,1,,1
1013183383,"RETODO, JOHN RICHARD A",2018,FFS,RENDERING,AGE 21+,86,,993,,54,,54,,63,,589,,63,,63,
1013190016,SU MICHAEL H,2018,FFS,RENDERING,AGE 0-20,64,,443,,46,,143,,27,,84,,55,,65,
1013190016,SU MICHAEL H,2018,FFS,RENDERING,AGE 21+,265,,2240,,197,,390,,185,,799,,227,,227,
1013196039,"OSHAGH, MOJDEH DDS",2018,FFS,RENDERING,AGE 0-20,23,,236,,21,,58,,15,,63,,18,,26,
1013196039,"OSHAGH, MOJDEH DDS",2018,FFS,RENDERING,AGE 21+,251,,1620,,145,,218,,182,,736,,157,,158,
1013199264,NORTHEAST VALLEY HEALTH CORP,2018,PHP,RENDERING,AGE 0-20,18,,160,,13,,80,,,1,,2,,1,,2
1013209063,CORTEZ PACHECO NORMA E,2018,FFS,RENDERING,AGE 0-20,1079,,9405,,920,,2565,,608,,2416,,887,,912,
1013209063,CORTEZ PACHECO NORMA E,2018,FFS,RENDERING,AGE 21+,134,,725,,38,,71,,83,,307,,75,,76,
1013212919,HERSEL EVLYNE,2018,FFS,RENDERING,AGE 0-20,238,,2295,,198,,733,,107,,467,,179,,203,
1013212919,HERSEL EVLYNE,2018,FFS,RENDERING,AGE 21+,386,,2048,,94,,98,,205,,972,,203,,203,
1013212919,HERSEL EVLYNE,2018,PHP,RENDERING,AGE 0-20,211,,1497,,180,,579,,55,,156,,194,,236,
1013212919,HERSEL EVLYNE,2018,PHP,RENDERING,AGE 21+,150,,747,,31,,45,,51,,298,,102,,132,
1013214642,ZAU PAUL D,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1013223429,NGO TAM T,2018,FFS,RENDERING,AGE 0-20,800,,1939,,37,,67,,,1,,2,15,,15,
1013223429,NGO TAM T,2018,FFS,RENDERING,AGE 21+,2210,,4856,,32,,58,,43,,99,,28,,28,
1013240381,MAXWELL FRANDSEN D,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1013240381,MAXWELL FRANDSEN D,2018,PHP,RENDERING,AGE 0-20,44,,330,,42,,157,,26,,31,,30,,30,
1013240381,MAXWELL FRANDSEN D,2018,PHP,RENDERING,AGE 21+,114,,496,,61,,143,,81,,130,,38,,39,
1013246024,FISHMAN SCOTT A,2018,FFS,RENDERING,AGE 0-20,937,,10370,,695,,2160,,393,,2277,,697,,879,
1013246024,FISHMAN SCOTT A,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,0,,0,
1013246024,FISHMAN SCOTT A,2018,PHP,RENDERING,AGE 0-20,30,,428,,22,,74,,22,,178,,18,,21,
1013246370,"IHLENDORF, KATHLEEN DMD",2018,FFS,RENDERING,AGE 0-20,2631,,31728,,2277,,8072,,1137,,3783,,2359,,3057,
1013249580,BEKHIT DALIA R,2018,PHP,RENDERING,AGE 0-20,16,,86,,,1,,2,,1,,1,12,,12,
1013249580,BEKHIT DALIA R,2018,PHP,RENDERING,AGE 21+,66,,327,,21,,64,,47,,133,,36,,40,
1013266766,YAMPOLSKY YAN,2018,FFS,RENDERING,AGE 0-20,1414,,17682,,1346,,5477,,426,,1499,,1304,,1491,
1013266766,YAMPOLSKY YAN,2018,FFS,RENDERING,AGE 21+,949,,9824,,662,,1313,,622,,2534,,680,,680,
1013266766,YAMPOLSKY YAN,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,,1,,1
1013269000,"ALAMIRAD, FARZAN DDS",2018,FFS,RENDERING,AGE 0-20,42,,257,,23,,49,,23,,117,,31,,32,
1013269000,"ALAMIRAD, FARZAN DDS",2018,FFS,RENDERING,AGE 21+,456,,2893,,100,,101,,330,,1708,,311,,312,
1013280189,REPAKA MRUDULA C,2018,FFS,RENDERING,AGE 0-20,440,,1821,,162,,428,,160,,473,,306,,316,
1013280189,REPAKA MRUDULA C,2018,FFS,RENDERING,AGE 21+,1102,,3981,,39,,74,,583,,2260,,628,,628,
1013293000,HE KENNY,2018,FFS,RENDERING,AGE 0-20,361,,3056,,280,,896,,129,,511,,237,,239,
1013293000,HE KENNY,2018,FFS,RENDERING,AGE 21+,307,,1641,,54,,56,,186,,691,,177,,177,
1013293000,HE KENNY,2018,PHP,RENDERING,AGE 0-20,141,,832,,119,,359,,25,,68,,125,,136,
1013293000,HE KENNY,2018,PHP,RENDERING,AGE 21+,67,,272,,13,,14,,31,,111,,50,,52,
1013299403,DR JEFFREY A SALADIN DENTAL,2018,PHP,RENDERING,AGE 0-20,11,,187,,,1,,2,,1,,2,,1,,2
1013299403,"DR. JEFFREY A. SALADIN, DENTAL CORP",2018,PHP,RENDERING,AGE 0-20,11,,187,,,1,,2,,1,,2,,1,,2
1013309368,KARIMI KOOHYAR,2018,FFS,RENDERING,AGE 0-20,243,,1276,,169,,428,,40,,104,,164,,167,
1013309368,KARIMI KOOHYAR,2018,FFS,RENDERING,AGE 21+,236,,767,,31,,51,,77,,300,,162,,162,
1013329598,CHAN ALICE,2018,GMC,RENDERING,AGE 0-20,74,,739,,26,,80,,67,,415,,18,,20,
1013332063,KHANKHANIAN BEHROD,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1013337575,BEROUKHIM MINOO,2018,FFS,RENDERING,AGE 0-20,20,,90,,,1,,2,12,,27,,,1,,1
1013337575,BEROUKHIM MINOO,2018,FFS,RENDERING,AGE 21+,26,,146,,,1,,1,,1,,2,15,,15,
1013343102,PARK CHRIS J,2018,FFS,RENDERING,AGE 0-20,14,,94,,12,,39,,,1,,1,12,,12,
1013343102,PARK CHRIS J,2018,FFS,RENDERING,AGE 21+,21,,98,,13,,24,,,1,,2,,1,,1
1013349182,CHIU SEEWAN,2018,FFS,RENDERING,AGE 0-20,178,,1153,,148,,291,,57,,103,,151,,193,
1013349182,CHIU SEEWAN,2018,FFS,RENDERING,AGE 21+,905,,5434,,420,,556,,564,,1047,,499,,499,
1013365881,PACK JESSICA Y,2018,FFS,RENDERING,AGE 0-20,172,,1516,,44,,98,,149,,864,,50,,53,
1013379023,MOGHIMI SADAF,2018,FFS,RENDERING,AGE 0-20,372,,3512,,311,,691,,142,,382,,312,,312,
1013379023,MOGHIMI SADAF,2018,FFS,RENDERING,AGE 21+,410,,2514,,203,,381,,263,,678,,235,,235,
1013391705,DICKTER ROBERT B,2018,GMC,RENDERING,AGE 0-20,199,,895,,121,,320,,132,,211,,104,,108,
1013391705,DICKTER ROBERT B,2018,GMC,RENDERING,AGE 21+,250,,867,,74,,89,,168,,414,,63,,71,
1013399328,PAGADALA LEONORD J,2018,FFS,RENDERING,AGE 0-20,666,,3058,,459,,1050,,200,,503,,426,,452,
1013399328,PAGADALA LEONORD J,2018,FFS,RENDERING,AGE 21+,831,,2574,,284,,486,,399,,951,,357,,357,
1013420967,CASTILLO GRACIE D,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1013420967,CASTILLO GRACIE D,2018,FFS,RENDERING,AGE 21+,90,,460,,11,,20,,85,,370,,12,,12,
1013432632,KIM HAN Y,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1013432632,KIM HAN Y,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,0,,0,
1013432913,GHAEMMAGHAMI SAMAN,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,,1,,1
1013482868,TAVAKOLI MARK M,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1013498211,WON JIHEE,2018,FFS,RENDERING,AGE 0-20,121,,829,,55,,167,,81,,546,,102,,102,
1013498211,WON JIHEE,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,0,,,1,,2,,1,,1
1013905447,"REAL, LUIS E DDS",2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1013905447,"REAL, LUIS E DDS",2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1013919786,YUEN ALEXANDER K,2018,FFS,RENDERING,AGE 0-20,41,,73,,,1,0,,,1,,2,0,,0,
1013919786,YUEN ALEXANDER K,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,,1,,1
1013919786,YUEN ALEXANDER K,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1013929298,DO LOC Q,2018,FFS,RENDERING,AGE 0-20,23,,128,,12,,22,,,1,,1,17,,18,
1013929298,DO LOC Q,2018,FFS,RENDERING,AGE 21+,29,,117,,,1,,1,,1,,2,24,,24,
1013930239,BARRERA ROGELIO A,2018,FFS,RENDERING,AGE 0-20,1599,,14199,,1147,,2741,,555,,1104,,1303,,1507,
1013930239,BARRERA ROGELIO A,2018,FFS,RENDERING,AGE 21+,936,,4704,,249,,493,,410,,1108,,632,,632,
1013939248,KIM HARRY C,2018,FFS,RENDERING,AGE 0-20,181,,1649,,176,,657,,68,,165,,173,,198,
1013940915,TRUONG NHAN TRONG,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1013951177,NGUYEN HIEN S,2018,FFS,RENDERING,AGE 0-20,41,,409,,26,,63,,22,,71,,25,,31,
1013951177,NGUYEN HIEN S,2018,FFS,RENDERING,AGE 21+,333,,3246,,132,,261,,290,,1312,,151,,151,
1013958636,"NGUYEN, DANI Q, DDS",2018,FFS,RENDERING,AGE 0-20,48,,346,,48,,119,,14,,52,,46,,51,
1013958636,"NGUYEN, DANI Q, DDS",2018,FFS,RENDERING,AGE 21+,88,,529,,49,,49,,59,,183,,68,,68,
1013962398,CUDAHY FAMILY DENTAL GROUP,2018,FFS,RENDERING,AGE 0-20,350,,3510,,290,,624,,212,,772,,295,,359,
1013962398,CUDAHY FAMILY DENTAL GROUP,2018,FFS,RENDERING,AGE 21+,312,,2893,,176,,266,,195,,787,,231,,232,
1013962398,KOLAHI JAVAD,2018,FFS,RENDERING,AGE 0-20,350,,3510,,290,,624,,212,,772,,295,,359,
1013962398,KOLAHI JAVAD,2018,FFS,RENDERING,AGE 21+,312,,2893,,176,,266,,195,,787,,231,,232,
1013997949,"NGUYEN, DUNG NGOC, DDS",2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1013997949,"NGUYEN, DUNG NGOC, DDS",2018,FFS,RENDERING,AGE 21+,25,,94,,,1,,1,24,,90,,0,,0,
1023009446,IQBAL MOHAMMAD,2018,GMC,RENDERING,AGE 21+,,1,,1,,1,,1,,1,,1,,1,,1
1023010766,YOON JOSEPH S,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1023010766,YOON JOSEPH S,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1023010840,"KENT, J M, DDS",2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1023010840,"KENT, J M, DDS",2018,FFS,RENDERING,AGE 21+,28,,105,,,1,,1,23,,59,,,1,,1
1023022464,"SHAARI, SAID, DDS",2018,FFS,RENDERING,AGE 0-20,16,,224,,15,,88,,,1,,1,,1,,2
1023022464,"SHAARI, SAID, DDS",2018,FFS,RENDERING,AGE 21+,45,,436,,16,,46,,20,,180,,30,,60,
1023022464,"SHAARI, SAID, DDS",2018,GMC,RENDERING,AGE 0-20,1968,,33540,,1775,,9764,,720,,2834,,1831,,4588,
1023022464,"SHAARI, SAID, DDS",2018,GMC,RENDERING,AGE 21+,1322,,13632,,379,,1094,,585,,3602,,882,,1790,
1023022811,HAN INJOO,2018,FFS,RENDERING,AGE 0-20,468,,6824,,378,,1778,,218,,899,,442,,584,
1023022811,HAN INJOO,2018,FFS,RENDERING,AGE 21+,1172,,10653,,633,,1263,,836,,4722,,891,,891,
1023022811,HAN INJOO,2018,GMC,RENDERING,AGE 21+,,1,,1,,1,0,,0,,0,,,1,,1
1023032430,DANIAL MICHAEL,2018,FFS,RENDERING,AGE 0-20,516,,5841,,370,,1082,,303,,1062,,426,,498,
1023032430,DANIAL MICHAEL,2018,FFS,RENDERING,AGE 21+,444,,3246,,125,,198,,296,,1212,,314,,314,
1023032430,DANIAL MICHAEL,2018,PHP,RENDERING,AGE 0-20,13,,73,,,1,,2,,1,,2,11,,14,
1023032430,DANIAL MICHAEL,2018,PHP,RENDERING,AGE 21+,24,,117,,,1,,2,11,,52,,20,,26,
1023037587,TON NU PHUONG NGUYE,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,2
1023037587,TON NU PHUONG NGUYE,2018,FFS,RENDERING,AGE 21+,29,,113,,20,,20,,12,,25,,18,,18,
1023051646,SHAGRAMANOVA NATALYA,2018,FFS,RENDERING,AGE 0-20,622,,5085,,492,,1290,,244,,812,,488,,498,
1023051646,SHAGRAMANOVA NATALYA,2018,FFS,RENDERING,AGE 21+,39,,229,,24,,48,,23,,65,,25,,25,
1023051646,SHAGRAMANOVA NATALYA,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1023077229,"KELLEY-RONDERO, GEORGENE T,",2018,FFS,RENDERING,AGE 0-20,37,,313,,31,,114,,17,,76,,27,,33,
1023077229,"KELLEY-RONDERO, GEORGENE T,",2018,FFS,RENDERING,AGE 21+,57,,308,,13,,13,,42,,164,,35,,35,
